species,n,Q05,Q95,A,B,C,D,E,F,G,climatic moisture index
Rudgea stenophylla,4,-0.03,0.5,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Rudgea stipulacea,153,0.02,0.53,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rudgea tambillensis,13,-0.41,0.3,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Rudgea tayloriae,6,-0.25,0.13,0,2,3,0,0,0,0,wet (2) | moist (3)
Rudgea tomentosa,62,-0.22,0.2,0,2,3,0,0,0,0,wet (2) | moist (3)
Rudgea trianae,13,0.21,0.78,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rudgea triflora,24,-0.12,0.45,0,2,3,0,0,0,0,wet (2) | moist (3)
Rudgea trifurcata,29,0.46,0.64,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rudgea trujilloi,1,-0.01,-0.01,0,0,1,0,0,0,0,moist (1)
Rudgea umbrosa,18,-0.2,0.01,0,2,3,0,0,0,0,wet (2) | moist (3)
Rudgea vellerea,30,-0.02,0.49,0,2,3,0,0,0,0,wet (2) | moist (3)
Rudgea ventuariana,2,-0.05,0.38,0,2,3,0,0,0,0,wet (2) | moist (3)
Rudgea verticillata,152,-0.35,0.64,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Rudgea viburnoides,358,-0.26,0.21,0,2,3,0,0,0,0,wet (2) | moist (3)
Ruellia chartacea,144,0.01,0.64,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ruellia insignis,11,-0.94,-0.83,0,0,0,0,0,1,0,arid (1)
Ruizia cordata,8,0.13,0.37,0,1,0,0,0,0,0,wet (1)
Ruizodendron ovale,139,-0.03,0.63,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Ruizterania albiflora,51,0.06,0.5,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ruizterania cassiquiarensis,12,0.11,0.45,0,1,0,0,0,0,0,wet (1)
Ruizterania esmeraldae,47,0.13,0.47,0,1,0,0,0,0,0,wet (1)
Ruizterania ferruginea,36,0.16,0.5,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ruizterania gardneriana,13,-0.44,0.31,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Ruizterania obtusata,17,0.37,0.46,0,1,0,0,0,0,0,wet (1)
Ruizterania retusa,96,-0.01,0.44,0,2,3,0,0,0,0,wet (2) | moist (3)
Ruizterania rigida,13,0.39,0.46,0,1,0,0,0,0,0,wet (1)
Ruizterania sacculata,1,0.41,0.41,0,1,0,0,0,0,0,wet (1)
Ruizterania trichanthera,25,0.13,0.47,0,1,0,0,0,0,0,wet (1)
Ruizterania wittrockii,36,-0.32,0.32,0,2,3,0,0,0,0,wet (2) | moist (3)
Ruprechtia aperta,8,-0.63,-0.27,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Ruprechtia apetala,220,-0.71,-0.25,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Ruprechtia apurensis,4,-0.38,0.1,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Ruprechtia brachysepala,41,-0.33,0.38,0,2,3,0,0,0,0,wet (2) | moist (3)
Ruprechtia brachystachya,9,0.13,0.49,0,1,0,0,0,0,0,wet (1)
Ruprechtia chiapensis,140,-0.57,0.48,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Ruprechtia coriacea,4,-0.61,0.13,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Ruprechtia costaricensis,21,-0.04,0.22,0,2,3,0,0,0,0,wet (2) | moist (3)
Ruprechtia costata,83,-0.45,0.35,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Ruprechtia cruegeri,8,-0.38,0.35,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Ruprechtia curranii,2,-0.39,-0.31,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
Ruprechtia exploratricis,25,-0.59,-0.21,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Ruprechtia fusca,202,-0.7,-0.21,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Ruprechtia glauca,22,-0.75,-0.62,0,0,0,0,1,0,0,semi-arid (1)
Ruprechtia laevigata,4,-0.58,-0.27,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Ruprechtia latifunda,1,-0.22,-0.22,0,0,1,0,0,0,0,moist (1)
Ruprechtia laxiflora,264,-0.66,0.23,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Ruprechtia lundii,6,-0.27,0.04,0,2,3,0,0,0,0,wet (2) | moist (3)
Ruprechtia maracensis,2,0.16,0.31,0,1,0,0,0,0,0,wet (1)
Ruprechtia nicaraguensis,32,-0.33,0.17,0,2,3,0,0,0,0,wet (2) | moist (3)
Ruprechtia obovata,1,-0.55,-0.55,0,0,0,0,1,0,0,semi-arid (1)
Ruprechtia paranensis,6,-0.5,0.38,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Ruprechtia peruviana,1,-0.66,-0.66,0,0,0,0,1,0,0,semi-arid (1)
Ruprechtia ramiflora,77,-0.6,0.04,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Ruprechtia salicifolia,8,-0.12,0.17,0,2,3,0,0,0,0,wet (2) | moist (3)
Ruprechtia standleyana,5,-0.71,-0.27,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Ruprechtia tangarana,17,-0.44,0.49,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Ruprechtia tenuiflora,59,-0.23,0.46,0,2,3,0,0,0,0,wet (2) | moist (3)
Ruptiliocarpon caracolito,125,0.28,0.59,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rustia alba,9,-0.18,0.47,0,2,3,0,0,0,0,wet (2) | moist (3)
Rustia angustifolia,4,-0.03,0.56,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Rustia bilsana,4,0.22,0.44,0,1,0,0,0,0,0,wet (1)
Rustia condamineoides,3,-0.22,0.45,0,2,3,0,0,0,0,wet (2) | moist (3)
Rustia costaricensis,24,0.17,0.55,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rustia dressleri,4,0.44,0.54,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rustia formosa,72,-0.16,0.51,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Rustia gracilis,3,-0.09,-0.01,0,0,1,0,0,0,0,moist (1)
Rustia occidentalis,87,0.29,0.76,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rustia rubra,35,0.04,0.65,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rustia schunkeana,23,-0.2,0.49,0,2,3,0,0,0,0,wet (2) | moist (3)
Rustia simpsonii,1,0.3,0.3,0,1,0,0,0,0,0,wet (1)
Rustia thibaudioides,38,0.25,0.57,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rustia venezuelensis,2,0.26,0.28,0,1,0,0,0,0,0,wet (1)
Rustia viridiflora,7,-0.07,0.62,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Rutaneblina pusilla,6,0.37,0.51,2,3,0,0,0,0,0,very wet (2) | wet (3)
Rutidea orientalis,74,-0.33,0.31,0,2,3,0,0,0,0,wet (2) | moist (3)
Ryania angustifolia,51,0.14,0.5,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryania canescens,23,-0.09,0.29,0,2,3,0,0,0,0,wet (2) | moist (3)
Ryania mansoana,40,-0.18,0.25,0,2,3,0,0,0,0,wet (2) | moist (3)
Ryania pyrifera,51,0.06,0.51,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryania riedeliana,9,-0.36,0.41,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Ryania speciosa,718,0.09,0.62,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryania spruceana,72,0.17,0.56,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryparosa acuminata,39,0.22,0.61,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryparosa baccaureoides,3,0.45,0.55,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryparosa fasciculata,12,0.16,0.55,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryparosa hirsuta,16,0.25,0.61,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryparosa hullettii,50,0.24,0.6,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryparosa javanica,35,0.29,0.64,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryparosa kostermansii,27,0.25,0.61,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryparosa kunstleri,13,0.21,0.59,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryticaryum longifolium,16,0.22,0.62,2,3,0,0,0,0,0,very wet (2) | wet (3)
Ryticaryum macrocarpum,1,0.65,0.65,1,0,0,0,0,0,0,very wet (1)
Ryticaryum novoguineense,2,0.38,0.46,0,1,0,0,0,0,0,wet (1)
Rytigynia acuminatissima,7,-0.45,0.13,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Rytigynia adenodonta,20,-0.26,0.08,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia binata,14,-0.38,0.03,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Rytigynia bridsoniae,31,-0.02,0.43,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia bugoyensis,53,-0.28,0.2,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia caudatissima,11,-0.24,0.2,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia celastroides,78,-0.57,0.13,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Rytigynia dewevrei,7,-0.43,-0.08,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
Rytigynia dubiosa,7,0.03,0.06,0,1,0,0,0,0,0,wet (1)
Rytigynia eickii,29,-0.43,0.19,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Rytigynia hirsutiflora,6,-0.21,0.18,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia kigeziensis,20,-0.01,0.33,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia lecomtei,4,-0.15,0.34,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia lichenoxenos,27,-0.14,0.21,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia longipedicellata,4,-0.3,-0.15,0,0,1,0,0,0,0,moist (1)
Rytigynia macrura,3,-0.36,-0.03,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
Rytigynia membranacea,12,0.14,0.46,0,1,0,0,0,0,0,wet (1)
Rytigynia monantha,56,-0.39,0.05,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Rytigynia neglecta,28,-0.59,0.37,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Rytigynia nodulosa,2,0.17,0.2,0,1,0,0,0,0,0,wet (1)
Rytigynia pseudolongicaudata,19,-0.32,0.2,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia rhamnoides,2,-0.37,0.11,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Rytigynia rubiginosa,3,-0.14,-0.12,0,0,1,0,0,0,0,moist (1)
Rytigynia ruwenzoriensis,13,-0.29,0.24,0,2,3,0,0,0,0,wet (2) | moist (3)
Rytigynia senegalensis,194,-0.58,-0.17,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Rytigynia torrei,2,-0.38,-0.25,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
Rytigynia uhligii,64,-0.4,0.3,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Rytigynia umbellulata,206,-0.43,0.29,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Rytigynia verruculosa,7,-0.02,0.27,0,2,3,0,0,0,0,wet (2) | moist (3)
Sabal bermudana,4,-0.59,0.49,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Sabal causiarum,12,-0.52,0.15,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Sabal domingensis,5,-0.5,-0.33,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
Sabal etonia,71,-0.25,-0.04,0,0,1,0,0,0,0,moist (1)
Sabal gretherae,16,-0.49,-0.24,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
Sabal maritima,1,-0.14,-0.14,0,0,1,0,0,0,0,moist (1)
Sabal mauritiiformis,163,-0.38,0.42,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Sabal mexicana,374,-0.62,0.14,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Sabal minor,1277,-0.42,0.17,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Sabal palmetto,1368,-0.2,0.14,0,2,3,0,0,0,0,wet (2) | moist (3)
Sabal pumos,5,-0.65,-0.55,0,0,0,0,1,0,0,semi-arid (1)
Sabal rosei,14,-0.45,-0.12,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
Sabal uresana,24,-0.87,-0.37,0,0,0,2,9,3,0,dry sub-humid (2) | semi-arid (9) | arid (3)
Sabal yapa,132,-0.58,-0.14,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Sabicea dewevrei,13,-0.09,0.15,0,2,3,0,0,0,0,wet (2) | moist (3)
Sabinaria magnifica,2,0.34,0.42,0,1,0,0,0,0,0,wet (1)
Sacleuxia tuberosa,1,-0.19,-0.19,0,0,1,0,0,0,0,moist (1)
Sacoglottis amazonica,31,-0.07,0.51,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Sacoglottis ceratocarpa,56,0.3,0.51,2,3,0,0,0,0,0,very wet (2) | wet (3)
Sacoglottis cydonioides,28,0.03,0.53,2,3,0,0,0,0,0,very wet (2) | wet (3)
Sacoglottis gabonensis,142,0.02,0.5,2,3,0,0,0,0,0,very wet (2) | wet (3)
Sacoglottis guianensis,257,-0.16,0.47,0,2,3,0,0,0,0,wet (2) | moist (3)
Sacoglottis holdridgei,1,0.53,0.53,1,0,0,0,0,0,0,very wet (1)
Sacoglottis maguirei,1,0.46,0.46,0,1,0,0,0,0,0,wet (1)
Sacoglottis mattogrossensis,294,-0.18,0.46,0,2,3,0,0,0,0,wet (2) | moist (3)
Sacoglottis ovicarpa,35,0.41,0.78,2,3,0,0,0,0,0,very wet (2) | wet (3)
Sacoglottis trichogyna,69,0.44,0.63,2,3,0,0,0,0,0,very wet (2) | wet (3)
Sageraea elliptica,12,-0.15,0.6,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Sageraea lanceolata,34,0.14,0.61,2,3,0,0,0,0,0,very wet (2) | wet (3)
Sageraea sarawakensis,1,0.62,0.62,1,0,0,0,0,0,0,very wet (1)
Sageretia laxiflora,14,-0.25,0.33,0,2,3,0,0,0,0,wet (2) | moist (3)
Sageretia paucicostata,49,-0.57,-0.14,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Sageretia rugosa,43,0.05,0.35,0,1,0,0,0,0,0,wet (1)
Sagotia brachysepala,132,0.04,0.49,0,1,0,0,0,0,0,wet (1)
Sagotia racemosa,275,0.11,0.53,2,3,0,0,0,0,0,very wet (2) | wet (3)
Sakoanala madagascariensis,10,0.44,0.58,2,3,0,0,0,0,0,very wet (2) | wet (3)
Sakoanala villosa,13,-0.27,-0.03,0,0,1,0,0,0,0,moist (1)
Salacca glabrescens,4,0.29,0.56,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacca wallichiana,12,-0.12,0.6,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salacca zalacca,15,-0.06,0.61,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salacia amplectens,22,0.09,0.52,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacia arborea,11,-0.47,0.02,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salacia bussei,6,-0.43,-0.02,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
Salacia chinensis,185,-0.31,0.63,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salacia cordata,368,-0.19,0.62,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salacia crassifolia,133,-0.28,0.1,0,2,3,0,0,0,0,wet (2) | moist (3)
Salacia elliptica,392,-0.35,0.44,0,2,3,0,0,0,0,wet (2) | moist (3)
Salacia eurypetala,1,0.49,0.49,0,1,0,0,0,0,0,wet (1)
Salacia fruticosa,4,0.15,0.66,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacia gigantea,37,0.12,0.54,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacia grandifolia,44,-0.4,0.52,2,9,9,3,0,0,0,very wet (2) | wet (9) | moist (9) | dry sub-humid (3)
Salacia impressifolia,245,-0.1,0.51,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salacia insignis,64,0.1,0.54,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacia juruana,65,0.0,0.58,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacia lehmbachii,189,-0.23,0.52,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salacia leptoclada,107,-0.57,0.11,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salacia loloensis,94,0.09,0.55,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacia maburensis,15,0.09,0.41,0,1,0,0,0,0,0,wet (1)
Salacia macrantha,144,-0.15,0.57,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salacia mannii,49,-0.09,0.57,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salacia miegei,16,-0.22,0.27,0,2,3,0,0,0,0,wet (2) | moist (3)
Salacia multiflora,165,-0.02,0.61,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salacia ndakala,4,-0.09,0.13,0,2,3,0,0,0,0,wet (2) | moist (3)
Salacia negrensis,7,0.14,0.45,0,1,0,0,0,0,0,wet (1)
Salacia nigra,1,0.14,0.14,0,1,0,0,0,0,0,wet (1)
Salacia opacifolia,41,0.08,0.64,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacia pallescens,160,-0.42,0.2,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salacia panamensis,15,0.42,0.57,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacia pyriformis,86,-0.57,0.49,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salacia rhodesiaca,8,-0.36,0.29,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salacia solimoesensis,24,0.09,0.58,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salacia stuhlmanniana,50,-0.43,0.11,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salacia verrucosa,26,-0.24,0.71,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salaciopsis glomerata,16,-0.04,0.62,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salaciopsis neocaledonica,37,0.19,0.64,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salaciopsis sparsiflora,66,0.03,0.63,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salix abscondita,168,-0.53,0.15,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix acmophylla,207,-0.9,-0.43,0,0,0,2,9,3,0,dry sub-humid (2) | semi-arid (9) | arid (3)
Salix acutifolia,796,-0.34,0.17,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix aegyptiaca,12,-0.28,-0.01,0,0,1,0,0,0,0,moist (1)
Salix alaxensis,913,-0.55,0.56,2,9,9,9,3,0,0,very wet (2) | wet (9) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix alba,48831,-0.26,0.33,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix alfredii,8,-0.67,-0.11,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Salix amygdaloides,1153,-0.77,0.15,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix appendiculata,3157,0.19,0.7,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salix arbusculoides,590,-0.59,0.18,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix arbutifolia,2,-0.45,0.43,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salix argyrophegga,7,-0.46,0.23,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salix atrocinerea,20592,-0.58,0.68,2,9,9,9,3,0,0,very wet (2) | wet (9) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix babylonica,4271,-0.65,0.45,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix baileyi,2,0.15,0.5,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salix balansaei,1,0.34,0.34,0,1,0,0,0,0,0,wet (1)
Salix balfouriana,12,-0.34,0.26,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix barclayi,667,-0.4,0.75,2,9,9,3,0,0,0,very wet (2) | wet (9) | moist (9) | dry sub-humid (3)
Salix bebbiana,4242,-0.56,0.4,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix bikouensis,2,-0.4,0.02,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salix biondiana,7,-0.45,0.0,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salix bonplandiana,814,-0.82,-0.16,0,0,2,9,9,3,0,moist (2) | dry sub-humid (9) | semi-arid (9) | arid (3)
Salix breweri,74,-0.61,-0.05,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Salix caprea,150085,-0.17,0.55,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salix capreastrum,1,0.58,0.58,1,0,0,0,0,0,0,very wet (1)
Salix capusii,24,-0.98,-0.32,0,0,2,9,9,9,3,moist (2) | dry sub-humid (9) | semi-arid (9) | arid (9) | hyper-arid (3)
Salix cardiophylla,62,-0.22,0.64,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salix caroliniana,499,-0.33,0.1,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix cavaleriei,20,-0.4,0.03,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salix chaenomeloides,442,0.05,0.54,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salix cheilophila,80,-0.78,-0.11,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Salix chevalieri,3,-0.57,-0.43,0,0,0,2,3,0,0,dry sub-humid (2) | semi-arid (3)
Salix chienii,16,0.18,0.33,0,1,0,0,0,0,0,wet (1)
Salix cinerea,100510,-0.18,0.42,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix coluteoides,7,-0.86,-0.51,0,0,0,0,2,3,0,semi-arid (2) | arid (3)
Salix daltoniana,33,-0.61,0.14,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix dalungensis,3,-0.63,-0.34,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Salix daphnoides,2874,-0.1,0.63,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salix delavayana,32,-0.48,0.27,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salix denticulata,23,-0.43,0.4,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salix discolor,2364,-0.46,0.43,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salix disperma,145,-0.7,0.32,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix divergentistyla,4,-0.33,-0.07,0,0,1,0,0,0,0,moist (1)
Salix elbursensis,4,-0.85,0.45,0,2,9,9,9,3,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (9) | arid (3)
Salix eleagnos,4894,-0.65,0.53,2,9,9,9,3,0,0,very wet (2) | wet (9) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix eriocephala,1164,-0.45,0.42,0,2,9,3,0,0,0,wet (2) | moist (9) | dry sub-humid (3)
Salix erioclada,7,-0.32,0.31,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix etosia,8,-0.12,0.32,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix excelsa,19,-0.87,0.1,0,2,9,9,9,3,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (9) | arid (3)
Salix exigua,2701,-0.88,0.07,0,2,9,9,9,3,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (9) | arid (3)
Salix fargesii,26,-0.2,0.32,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix floridana,7,-0.17,0.1,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix fragilis,5260,-0.12,0.32,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix fulvopubescens,36,0.53,0.84,1,0,0,0,0,0,0,very wet (1)
Salix geyeriana,473,-0.69,0.4,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix glauca,18203,-0.29,0.75,2,9,3,0,0,0,0,very wet (2) | wet (9) | moist (3)
Salix gooddingii,1227,-0.92,-0.53,0,0,0,0,2,3,0,semi-arid (2) | arid (3)
Salix gussonei,2,-0.33,-0.28,0,0,1,0,0,0,0,moist (1)
Salix hartwegii,9,-0.66,-0.25,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Salix heterochroma,36,-0.52,0.32,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix heteromera,5,-0.39,-0.23,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
Salix hookeriana,214,0.04,0.72,2,3,0,0,0,0,0,very wet (2) | wet (3)
Salix hukaoana,4,0.5,0.55,1,0,0,0,0,0,0,very wet (1)
Salix humboldtiana,1073,-0.74,0.4,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix hylonoma,20,-0.61,0.28,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix interior,1486,-0.67,0.17,0,2,9,9,3,0,0,wet (2) | moist (9) | dry sub-humid (9) | semi-arid (3)
Salix irrorata,274,-0.74,-0.36,0,0,0,2,3,0,0,dry sub-humid (2) | semi-arid (3)
Salix jaliscana,29,-0.77,-0.19,0,0,2,9,3,0,0,moist (2) | dry sub-humid (9) | semi-arid (3)
Salix kangensis,4,-0.08,0.28,0,2,3,0,0,0,0,wet (2) | moist (3)
Salix kongbanica,2,-0.65,-0.59,0,0,0,0,1,0,0,semi-arid (1)
