species|n|Q05|Q95|A|B|C|D|E|F|G
Tecoma tenuiflora|85|-0.66|-0.35|0|0|2|9|3|0|0
Tecomella undulata|26|-0.89|-0.24|0|0|2|9|9|3|0
Tectona grandis|1123|-0.53|0.46|0|2|9|9|3|0|0
Tectona philippinensis|1|0.28|0.28|0|1|0|0|0|0|0
Teijsmanniodendron ahernianum|31|0.29|0.63|2|3|0|0|0|0|0
Teijsmanniodendron bintuluense|10|0.52|0.63|1|0|0|0|0|0|0
Teijsmanniodendron bogoriense|94|0.16|0.62|2|3|0|0|0|0|0
Teijsmanniodendron bullatum|5|0.53|0.56|1|0|0|0|0|0|0
Teijsmanniodendron coriaceum|44|0.25|0.62|2|3|0|0|0|0|0
Teijsmanniodendron glabrum|9|0.05|0.6|2|3|0|0|0|0|0
Teijsmanniodendron havilandii|2|0.6|0.6|1|0|0|0|0|0|0
Teijsmanniodendron hollrungii|50|0.21|0.62|2|3|0|0|0|0|0
Teijsmanniodendron holophyllum|71|0.24|0.61|2|3|0|0|0|0|0
Teijsmanniodendron latiffii|5|0.46|0.55|2|3|0|0|0|0|0
Teijsmanniodendron obscurinerve|3|0.48|0.52|2|3|0|0|0|0|0
Teijsmanniodendron pteropodum|67|0.21|0.62|2|3|0|0|0|0|0
Teijsmanniodendron punctatum|2|0.46|0.6|2|3|0|0|0|0|0
Teijsmanniodendron renageorgeae|1|0.61|0.61|1|0|0|0|0|0|0
Teijsmanniodendron sarawakanum|36|0.32|0.62|2|3|0|0|0|0|0
Teijsmanniodendron scaberrimum|6|0.13|0.56|2|3|0|0|0|0|0
Teijsmanniodendron simplicifolium|42|0.25|0.61|2|3|0|0|0|0|0
Teijsmanniodendron simplicioides|15|0.24|0.5|2|3|0|0|0|0|0
Teijsmanniodendron sinclairii|14|0.28|0.63|2|3|0|0|0|0|0
Teijsmanniodendron smilacifolium|11|0.48|0.6|2|3|0|0|0|0|0
Teijsmanniodendron subspicatum|33|0.05|0.6|2|3|0|0|0|0|0
Teijsmanniodendron unifoliolatum|34|0.23|0.62|2|3|0|0|0|0|0
Teijsmanniodendron zainudinii|3|0.42|0.48|0|1|0|0|0|0|0
Telanthophora cobanensis|40|-0.39|0.44|0|2|9|3|0|0|0
Telanthophora grandifolia|475|-0.43|0.58|2|9|9|3|0|0|0
Telanthophora standleyi|21|-0.3|0.26|0|2|3|0|0|0|0
Telanthophora uspantanensis|27|-0.3|0.35|0|2|3|0|0|0|0
Temnocalyx nodulosa|2|-0.04|-0.03|0|0|1|0|0|0|0
Tephrosia aequilata|92|-0.45|0.27|0|2|9|3|0|0|0
Tephrosia phylloxylon|16|-0.56|-0.47|0|0|0|2|3|0|0
Tephrosia pondoensis|6|-0.12|-0.04|0|0|1|0|0|0|0
Tephrosia praecana|3|-0.11|0.27|0|2|3|0|0|0|0
Tephrosia pungens|37|-0.73|-0.67|0|0|0|0|1|0|0
Tephrosia sinapou|144|-0.56|0.57|2|9|9|9|3|0|0
Tephrosia vogelii|244|-0.45|0.49|0|2|9|3|0|0|0
Tephrosia whyteana|7|0.12|0.3|0|1|0|0|0|0|0
Tepuianthus aracensis|12|0.26|0.4|0|1|0|0|0|0|0
Tepuianthus colombianus|12|0.34|0.51|2|3|0|0|0|0|0
Tepuianthus sarisarinamensis|10|0.3|0.46|0|1|0|0|0|0|0
Tepuianthus savannensis|31|0.38|0.48|0|1|0|0|0|0|0
Tepuianthus yapacanensis|3|0.42|0.44|0|1|0|0|0|0|0
Terminalia actinophylla|92|-0.64|0.07|0|2|9|9|3|0|0
Terminalia acuminata|40|-0.29|0.51|2|9|3|0|0|0|0
Terminalia amazonia|664|-0.22|0.57|2|9|3|0|0|0|0
Terminalia anisoptera|19|-0.59|-0.13|0|0|2|9|3|0|0
Terminalia ankaranensis|26|-0.3|0.11|0|2|3|0|0|0|0
Terminalia anogeissiana|16|-0.57|0.51|2|9|9|9|3|0|0
Terminalia apetala|5|-0.37|-0.14|0|0|2|3|0|0|0
Terminalia arbuscula|4|-0.26|0.35|0|2|3|0|0|0|0
Terminalia archboldiana|11|0.03|0.32|0|1|0|0|0|0|0
Terminalia archipelagi|15|0.5|0.62|1|0|0|0|0|0|0
Terminalia argentea|389|-0.45|0.07|0|2|9|3|0|0|0
Terminalia arjuna|62|-0.62|0.61|2|9|9|9|3|0|0
Terminalia arostrata|288|-0.74|-0.51|0|0|0|0|1|0|0
Terminalia aubletii|20|-0.2|0.54|2|9|3|0|0|0|0
Terminalia australis|64|-0.12|0.24|0|2|3|0|0|0|0
Terminalia avicapitis|1|0.53|0.53|1|0|0|0|0|0|0
Terminalia avicennioides|1472|-0.72|-0.09|0|0|2|9|3|0|0
Terminalia barbosae|5|-0.49|-0.38|0|0|0|1|0|0|0
Terminalia belini|6|-0.07|-0.01|0|0|1|0|0|0|0
Terminalia bellirica|82|-0.6|0.6|2|9|9|9|3|0|0
Terminalia bentii|8|-0.98|-0.95|0|0|0|0|0|2|3
Terminalia boivinii|116|-0.58|0.18|0|2|9|9|3|0|0
Terminalia brachystemma|47|-0.69|-0.1|0|0|2|9|3|0|0
Terminalia brassii|14|0.42|0.63|2|3|0|0|0|0|0
Terminalia brevipes|4|-0.84|-0.71|0|0|0|0|2|3|0
Terminalia brownii|113|-0.88|-0.31|0|0|2|9|9|3|0
Terminalia buceras|546|-0.48|0.27|0|2|9|3|0|0|0
Terminalia bucidoides|69|0.42|0.6|2|3|0|0|0|0|0
Terminalia calamansanai|25|-0.12|0.68|2|9|3|0|0|0|0
Terminalia calcicola|36|-0.5|-0.01|0|0|2|3|0|0|0
Terminalia calogemma|3|0.14|0.36|0|1|0|0|0|0|0
Terminalia calophylla|10|-0.21|0.22|0|2|3|0|0|0|0
Terminalia cambodiana|1|0.27|0.27|0|1|0|0|0|0|0
Terminalia canaliculata|10|0.34|0.65|2|3|0|0|0|0|0
Terminalia canescens|1506|-0.7|-0.35|0|0|2|9|3|0|0
Terminalia capitulata|4|0.46|0.61|2|3|0|0|0|0|0
Terminalia carolinensis|3|-0.39|0.68|2|9|9|3|0|0|0
Terminalia catappa|2021|-0.57|0.55|2|9|9|9|3|0|0
Terminalia cephalota|4|0.02|0.22|0|1|0|0|0|0|0
Terminalia chebula|109|-0.46|0.55|2|9|9|3|0|0|0
Terminalia cherrieri|3|-0.02|0.13|0|2|3|0|0|0|0
Terminalia citrina|20|0.04|0.52|2|3|0|0|0|0|0
Terminalia complanata|81|0.14|0.61|2|3|0|0|0|0|0
Terminalia congesta|54|0.01|0.53|2|3|0|0|0|0|0
Terminalia copelandii|9|-0.23|0.62|2|9|3|0|0|0|0
Terminalia coronata|3|-0.61|-0.26|0|0|2|9|3|0|0
Terminalia corrugata|224|-0.38|0.13|0|2|9|3|0|0|0
Terminalia corticosa|19|-0.42|0.07|0|2|9|3|0|0|0
Terminalia costaricensis|18|0.34|0.56|2|3|0|0|0|0|0
Terminalia crenata|15|-0.29|-0.21|0|0|1|0|0|0|0
Terminalia crispialata|29|0.29|0.47|0|1|0|0|0|0|0
Terminalia cunninghamii|18|-0.43|-0.3|0|0|2|3|0|0|0
Terminalia cyanocarpa|18|-0.74|-0.53|0|0|0|0|1|0|0
Terminalia darfeuillana|4|-0.27|0.07|0|2|3|0|0|0|0
Terminalia darlingii|3|0.37|0.45|0|1|0|0|0|0|0
Terminalia dhofarica|37|-0.96|-0.88|0|0|0|0|0|2|3
Terminalia dichotoma|92|0.05|0.51|2|3|0|0|0|0|0
Terminalia diptera|8|-0.12|0.39|0|2|3|0|0|0|0
Terminalia disjuncta|7|-0.74|-0.71|0|0|0|0|1|0|0
Terminalia diversipilosa|5|-0.19|-0.03|0|0|1|0|0|0|0
Terminalia duckei|20|0.08|0.51|2|3|0|0|0|0|0
Terminalia eddowesii|15|-0.05|0.48|0|2|3|0|0|0|0
Terminalia eichleriana|34|-0.68|-0.07|0|0|2|9|3|0|0
Terminalia engleri|1050|-0.61|-0.31|0|0|2|9|3|0|0
Terminalia erici-rosenii|2|-0.28|-0.18|0|0|1|0|0|0|0
Terminalia eriostachya|2|-0.27|-0.04|0|0|1|0|0|0|0
Terminalia erythrocarpa|92|-0.62|-0.2|0|0|2|9|3|0|0
Terminalia exelliana|1|0.01|0.01|0|1|0|0|0|0|0
Terminalia exsculpta|3|-0.05|-0.03|0|0|1|0|0|0|0
Terminalia fagifolia|318|-0.65|0.02|0|2|9|9|3|0|0
Terminalia fanshawei|13|0.08|0.35|0|1|0|0|0|0|0
Terminalia fatraea|65|-0.39|0.56|2|9|9|3|0|0|0
Terminalia fitzgeraldii|67|-0.58|-0.06|0|0|2|9|3|0|0
Terminalia foetidissima|25|0.18|0.61|2|3|0|0|0|0|0
Terminalia franchetii|33|-0.44|-0.11|0|0|2|3|0|0|0
Terminalia gazensis|8|-0.6|-0.09|0|0|2|9|3|0|0
Terminalia glabrata|7|-0.1|0.6|2|9|3|0|0|0|0
Terminalia glabrescens|266|-0.54|0.09|0|2|9|9|3|0|0
Terminalia glaucescens|629|-0.56|-0.02|0|0|2|9|3|0|0
Terminalia glaucifolia|4|-0.41|-0.22|0|0|2|3|0|0|0
Terminalia gracilipes|14|-0.71|-0.65|0|0|0|0|1|0|0
Terminalia grandiflora|568|-0.56|0|0|2|9|9|3|0|0
Terminalia grandis|93|-0.35|0.53|2|9|3|0|0|0|0
Terminalia griffithsiana|3|-0.29|-0.14|0|0|1|0|0|0|0
Terminalia guaiquinimae|12|0.25|0.39|0|1|0|0|0|0|0
Terminalia guyanensis|22|-0.06|0.51|2|9|3|0|0|0|0
Terminalia habeensis|13|-0.63|-0.16|0|0|2|9|3|0|0
Terminalia hadleyana|918|-0.62|-0.08|0|0|2|9|3|0|0
Terminalia harmandii|1|0.18|0.18|0|1|0|0|0|0|0
Terminalia hoehneana|14|-0.15|0.44|0|2|3|0|0|0|0
Terminalia hylodendron|53|-0.34|0.36|0|2|3|0|0|0|0
Terminalia impediens|15|0.14|0.64|2|3|0|0|0|0|0
Terminalia ivorensis|119|-0.32|0.46|0|2|3|0|0|0|0
Terminalia januarensis|13|-0.35|0.51|2|9|3|0|0|0|0
Terminalia kaernbachii|20|-0.03|0.62|2|9|3|0|0|0|0
Terminalia kaiseriana|23|-0.48|-0.01|0|0|2|3|0|0|0
Terminalia kilimandscharica|44|-0.69|-0.19|0|0|2|9|3|0|0
Terminalia kleinii|35|-0.18|0.43|0|2|3|0|0|0|0
Terminalia latipes|1727|-0.56|0.05|0|2|9|9|3|0|0
Terminalia laxiflora|1148|-0.6|-0.27|0|0|2|9|3|0|0
Terminalia leandriana|11|-0.48|-0.01|0|0|2|3|0|0|0
Terminalia leiocarpa|3893|-0.78|-0.31|0|0|2|9|3|0|0
Terminalia litoralis|4|-0.31|0.45|0|2|3|0|0|0|0
Terminalia lucida|68|-0.23|0.51|2|9|3|0|0|0|0
Terminalia macadamii|12|0.13|0.6|2|3|0|0|0|0|0
Terminalia macrophylla|64|-0.01|0.54|2|9|3|0|0|0|0
Terminalia macroptera|812|-0.63|-0.04|0|0|2|9|3|0|0
Terminalia macrostachya|104|-0.67|0|0|2|9|9|3|0|0
Terminalia mameluco|18|-0.44|-0.05|0|0|2|3|0|0|0
Terminalia mantaliopsis|17|-0.54|0.07|0|2|9|9|3|0|0
Terminalia megalocarpa|15|0.11|0.61|2|3|0|0|0|0|0
Terminalia megalophylla|15|0.03|0.32|0|1|0|0|0|0|0
Terminalia microcarpa|460|-0.47|0.48|0|2|9|3|0|0|0
Terminalia molinetii|12|-0.25|-0.23|0|0|1|0|0|0|0
Terminalia mollis|215|-0.58|0.02|0|2|9|9|3|0|0
Terminalia morobensis|2|0.47|0.59|2|3|0|0|0|0|0
Terminalia muelleri|158|-0.33|0.43|0|2|3|0|0|0|0
Terminalia myriocarpa|29|-0.26|0.57|2|9|3|0|0|0|0
Terminalia namorokensis|1|-0.21|-0.21|0|0|1|0|0|0|0
Terminalia neotaliala|123|-0.6|0.43|0|2|9|9|3|0|0
Terminalia nigrovenulosa|35|-0.44|0.37|0|2|9|3|0|0|0
Terminalia nitens|4|0.1|0.27|0|1|0|0|0|0|0
Terminalia nitidissima|3|0.27|0.41|0|1|0|0|0|0|0
Terminalia novo-caledonica|6|0.14|0.38|0|1|0|0|0|0|0
Terminalia oblonga|360|-0.25|0.58|2|9|3|0|0|0|0
Terminalia oblongata|544|-0.71|-0.47|0|0|0|2|3|0|0
Terminalia ochroprumna|48|0.2|0.43|0|1|0|0|0|0|0
Terminalia ombrophila|22|-0.21|0.59|2|9|3|0|0|0|0
Terminalia orbicularis|18|-0.88|-0.36|0|0|0|2|9|3|0
Terminalia oxycarpa|69|-0.16|0.51|2|9|3|0|0|0|0
Terminalia pallidovirens|23|0.13|0.74|2|3|0|0|0|0|0
Terminalia paniculata|36|-0.51|0.61|2|9|9|9|3|0|0
Terminalia parvifolia|75|0.16|0.55|2|3|0|0|0|0|0
Terminalia parvula|3|-0.76|-0.67|0|0|0|0|1|0|0
Terminalia pedicellata|3|-0.29|-0.08|0|0|1|0|0|0|0
Terminalia pellucida|1|0.46|0.46|0|1|0|0|0|0|0
Terminalia pendula|7|-0.79|-0.54|0|0|0|0|1|0|0
Terminalia perrieri|16|-0.05|0.24|0|2|3|0|0|0|0
Terminalia petiolaris|24|-0.67|-0.21|0|0|2|9|3|0|0
Terminalia phaeocarpa|49|-0.45|0.05|0|2|9|3|0|0|0
Terminalia phanerophlebia|40|-0.64|-0.21|0|0|2|9|3|0|0
Terminalia phellocarpa|12|0.3|0.64|2|3|0|0|0|0|0
Terminalia phillyreifolia|8|-0.63|0.45|0|2|9|9|3|0|0
Terminalia platyphylla|589|-0.71|-0.2|0|0|2|9|3|0|0
Terminalia platyptera|369|-0.64|-0.38|0|0|0|2|3|0|0
Terminalia polyantha|1|0.68|0.68|1|0|0|0|0|0|0
Terminalia polycarpa|7|-0.79|-0.59|0|0|0|0|1|0|0
Terminalia porphyrocarpa|68|-0.59|0.29|0|2|9|9|3|0|0
Terminalia prunioides|305|-0.88|-0.58|0|0|0|0|2|3|0
Terminalia pteleopsoides|1|-0.34|-0.34|0|0|1|0|0|0|0
Terminalia pterocarpa|3|-0.35|-0.16|0|0|1|0|0|0|0
Terminalia pterocarya|473|-0.54|-0.04|0|0|2|9|3|0|0
Terminalia pulcherrima|29|-0.18|0.54|2|9|3|0|0|0|0
Terminalia quintalata|32|0.13|0.41|0|1|0|0|0|0|0
Terminalia ramatuella|20|0.2|0.47|0|1|0|0|0|0|0
Terminalia randii|18|-0.84|-0.57|0|0|0|0|2|3|0
Terminalia reitzii|2|-0.05|0.21|0|2|3|0|0|0|0
Terminalia rhopalophora|5|-0.51|-0.1|0|0|2|9|3|0|0
Terminalia richii|11|0.59|0.76|1|0|0|0|0|0|0
Terminalia rivularis|1|0.16|0.16|0|1|0|0|0|0|0
Terminalia rubiginosa|41|0.28|0.68|2|3|0|0|0|0|0
Terminalia rufovestita|18|-0.13|0.18|0|2|3|0|0|0|0
Terminalia sambesiaca|15|-0.66|0.11|0|2|9|9|3|0|0
Terminalia samoensis|10|0.23|0.66|2|3|0|0|0|0|0
Terminalia scutifera|5|0.1|0.41|0|1|0|0|0|0|0
Terminalia sepicana|50|0.37|0.62|2|3|0|0|0|0|0
Terminalia septentrionalis|18|-0.3|-0.05|0|0|1|0|0|0|0
Terminalia sericea|602|-0.81|-0.3|0|0|2|9|9|3|0
Terminalia seyrigii|89|-0.7|-0.41|0|0|0|2|3|0|0
Terminalia soembawana|1|0.16|0.16|0|1|0|0|0|0|0
Terminalia solomonensis|28|0.21|0.65|2|3|0|0|0|0|0
Terminalia spinosa|24|-0.78|-0.3|0|0|2|9|3|0|0
Terminalia steenisiana|7|0.02|0.27|0|1|0|0|0|0|0
Terminalia stenostachya|69|-0.59|-0.12|0|0|2|9|3|0|0
Terminalia stuhlmannii|16|-0.7|-0.55|0|0|0|0|1|0|0
Terminalia suaveolens|49|0.24|0.47|0|1|0|0|0|0|0
Terminalia subacroptera|266|-0.52|0.27|0|2|9|9|3|0|0
Terminalia subserrata|9|-0.69|-0.58|0|0|0|0|1|0|0
Terminalia subspathulata|7|0.31|0.6|2|3|0|0|0|0|0
Terminalia sulcata|12|-0.05|0.15|0|2|3|0|0|0|0
Terminalia superba|1618|-0.51|-0.27|0|0|2|9|3|0|0
Terminalia supranitifolia|11|-0.86|-0.8|0|0|0|0|2|3|0
Terminalia tetrandra|23|0.03|0.5|2|3|0|0|0|0|0
Terminalia tetraphylla|343|-0.51|0.51|2|9|9|9|3|0|0
Terminalia tetraptera|22|-0.5|-0.15|0|0|2|3|0|0|0
Terminalia trichopoda|10|-0.74|0.07|0|2|9|9|3|0|0
Terminalia tricristata|49|-0.72|-0.1|0|0|2|9|3|0|0
Terminalia triflora|154|-0.56|0.14|0|2|9|9|3|0|0
Terminalia tropophylla|42|-0.65|-0.03|0|0|2|9|3|0|0
Terminalia ulexoides|33|-0.71|-0.06|0|0|2|9|3|0|0
Terminalia urschii|5|-0.22|0.02|0|2|3|0|0|0|0
Terminalia valverdeae|10|-0.84|-0.37|0|0|0|2|9|3|0
Terminalia virens|33|0.31|0.47|0|1|0|0|0|0|0
Terminalia viridiflora|96|0.04|0.54|2|3|0|0|0|0|0
Terminalia welwitschii|12|-0.29|0|0|2|3|0|0|0|0
Terminalia whitmorei|1|0.53|0.53|1|0|0|0|0|0|0
Terminalia yapacana|14|0.39|0.47|0|1|0|0|0|0|0
Terminalia zollingeri|4|-0.38|-0.27|0|0|2|3|0|0|0
Ternstroemia acrodantha|2|-0.2|-0.06|0|0|1|0|0|0|0
Ternstroemia africana|12|-0.01|0.6|2|9|3|0|0|0|0
Ternstroemia alnifolia|62|-0.5|-0.16|0|0|2|3|0|0|0
Ternstroemia aracae|9|0.3|0.39|0|1|0|0|0|0|0
Ternstroemia asymmetrica|55|-0.63|0.02|0|2|9|9|3|0|0
Ternstroemia biangulipes|14|0.1|0.43|0|1|0|0|0|0|0
Ternstroemia borbensis|3|0.22|0.37|0|1|0|0|0|0|0
Ternstroemia brachypoda|4|-0.24|0.04|0|2|3|0|0|0|0
Ternstroemia brasiliensis|176|-0.41|0.45|0|2|9|3|0|0|0
Ternstroemia britteniana|40|0.19|0.74|2|3|0|0|0|0|0
Ternstroemia browniana|1|0.22|0.22|0|1|0|0|0|0|0
Ternstroemia calycina|1|0.33|0.33|0|1|0|0|0|0|0
Ternstroemia camelliifolia|3|-0.16|-0.01|0|0|1|0|0|0|0
Ternstroemia cameroonensis|1|0.41|0.41|0|1|0|0|0|0|0
Ternstroemia campinicola|29|0.24|0.5|2|3|0|0|0|0|0
Ternstroemia candolleana|39|-0.18|0.41|0|2|3|0|0|0|0
Ternstroemia circumscissilis|59|-0.16|0.45|0|2|3|0|0|0|0
Ternstroemia citrina|13|0.54|0.62|1|0|0|0|0|0|0
Ternstroemia cleistogama|14|-0.37|0.08|0|2|9|3|0|0|0
Ternstroemia clusiifolia|4|0.5|0.59|1|0|0|0|0|0|0
Ternstroemia coniocarpa|4|0.2|0.41|0|1|0|0|0|0|0
Ternstroemia cuneifolia|11|-0.46|0.45|0|2|9|3|0|0|0
Ternstroemia delicatula|14|-0.09|0.53|2|9|3|0|0|0|0
Ternstroemia dentata|78|-0.03|0.52|2|9|3|0|0|0|0
Ternstroemia denticulata|13|0.31|0.61|2|3|0|0|0|0|0
Ternstroemia dentisepala|29|-0.36|0.19|0|2|9|3|0|0|0
Ternstroemia elliptica|1|-0.06|-0.06|0|0|1|0|0|0|0
Ternstroemia elongata|2|0.32|0.68|2|3|0|0|0|0|0
Ternstroemia evenia|2|0.52|0.54|1|0|0|0|0|0|0
Ternstroemia globiflora|349|-0.64|0.33|0|2|9|9|3|0|0
Ternstroemia gymnanthera|354|-0.27|0.7|2|9|3|0|0|0|0
Ternstroemia hainanensis|2|0.09|0.1|0|1|0|0|0|0|0
Ternstroemia heptasepala|1|0.42|0.42|0|1|0|0|0|0|0
Ternstroemia howardiana|1|0.46|0.46|0|1|0|0|0|0|0
Ternstroemia huasteca|65|-0.62|0.25|0|2|9|9|3|0|0
Ternstroemia huberi|6|0.29|0.53|2|3|0|0|0|0|0
Ternstroemia insignis|5|0.12|0.4|0|1|0|0|0|0|0
Ternstroemia jelskii|27|-0.39|0.31|0|2|9|3|0|0|0
Ternstroemia killipiana|3|-0.31|0.25|0|2|3|0|0|0|0
Ternstroemia klugiana|19|0.26|0.51|2|3|0|0|0|0|0
Ternstroemia krukoffiana|1|0.34|0.34|0|1|0|0|0|0|0
Ternstroemia kwangtungensis|26|0.06|0.57|2|3|0|0|0|0|0
Ternstroemia laevigata|1|0.27|0.27|0|1|0|0|0|0|0
Ternstroemia landae|14|-0.37|0.58|2|9|9|3|0|0|0
Ternstroemia lineata|455|-0.49|0.11|0|2|9|3|0|0|0
Ternstroemia lowii|21|0.29|0.61|2|3|0|0|0|0|0
Ternstroemia luquillensis|2|-0.28|0.39|0|2|3|0|0|0|0
Ternstroemia luteoflora|70|0.14|0.44|0|1|0|0|0|0|0
Ternstroemia maclellandiana|1|0.54|0.54|1|0|0|0|0|0|0
Ternstroemia macrocarpa|33|-0.09|0.56|2|9|3|0|0|0|0
Ternstroemia magnifica|23|0.36|0.63|2|3|0|0|0|0|0
Ternstroemia maguirei|2|0.39|0.43|0|1|0|0|0|0|0
Ternstroemia maltbyi|10|-0.27|-0.08|0|0|1|0|0|0|0
Ternstroemia meridionalis|125|-0.13|0.58|2|9|3|0|0|0|0
Ternstroemia microphylla|1|0.44|0.44|0|1|0|0|0|0|0
Ternstroemia multiovulata|41|0.41|0.55|2|3|0|0|0|0|0
Ternstroemia mutisiana|3|-0.12|0.52|2|9|3|0|0|0|0
Ternstroemia nitida|41|0.08|0.38|0|1|0|0|0|0|0
Ternstroemia pachytrocha|6|-0.43|-0.12|0|0|2|3|0|0|0
Ternstroemia palembangensis|6|0.27|0.59|2|3|0|0|0|0|0
Ternstroemia penangiana|9|0.49|0.63|2|3|0|0|0|0|0
Ternstroemia penduliflora|6|0.32|0.42|0|1|0|0|0|0|0
Ternstroemia polyandra|11|-0.26|-0.04|0|0|1|0|0|0|0
Ternstroemia polypetala|13|-0.14|0.3|0|2|3|0|0|0|0
Ternstroemia punctata|23|-0.07|0.5|2|9|3|0|0|0|0
Ternstroemia robinsonii|1|0.1|0.1|0|1|0|0|0|0|0
Ternstroemia schomburgkiana|2|0.06|0.38|0|1|0|0|0|0|0
Ternstroemia selleana|2|0.06|0.29|0|1|0|0|0|0|0
Ternstroemia sichuanensis|3|0.06|0.31|0|1|0|0|0|0|0
Ternstroemia simaoensis|4|-0.09|0.11|0|2|3|0|0|0|0
Ternstroemia stahlii|12|-0.49|0.33|0|2|9|3|0|0|0
Ternstroemia steyermarkii|3|0.06|0.12|0|1|0|0|0|0|0
Ternstroemia subserrata|32|-0.51|-0.05|0|0|2|9|3|0|0
Ternstroemia sylvatica|10|-0.64|0.11|0|2|9|9|3|0|0
Ternstroemia tepezapote|796|-0.38|0.52|2|9|9|3|0|0|0
Ternstroemia toquian|9|0.1|0.58|2|3|0|0|0|0|0
Ternstroemia urophora|9|0.25|0.35|0|1|0|0|0|0|0
Ternstroemia verticillata|16|-0.28|0.5|2|9|3|0|0|0|0
Ternstroemia wallichiana|6|-0.26|0.42|0|2|3|0|0|0|0
Ternstroemia washikiatii|1|0.65|0.65|1|0|0|0|0|0|0
Ternstroemia yunnanensis|4|0.01|0.29|0|1|0|0|0|0|0
Tessaria fastigiata|53|-0.69|-0.29|0|0|2|9|3|0|0
Tessaria integrifolia|371|-0.98|0.58|2|9|9|9|9|9|3
Tessmannia africana|98|-0.14|0.48|0|2|3|0|0|0|0
Tessmannia anomala|51|-0.03|0.49|0|2|3|0|0|0|0
Tessmannia baikieaoides|2|0.02|0.16|0|1|0|0|0|0|0
Tessmannia burttii|4|-0.32|-0.17|0|0|1|0|0|0|0
Tessmannia copallifera|1|0|0|0|1|0|0|0|0|0
Tessmannia dawei|5|-0.37|-0.07|0|0|2|3|0|0|0
Tessmannia densiflora|7|-0.34|-0.14|0|0|1|0|0|0|0
Tessmannia dewildemaniana|18|-0.3|0.54|2|9|3|0|0|0|0
Tessmannia korupensis|3|0.45|0.46|0|1|0|0|0|0|0
Tessmannia lescrauwaetii|18|-0.02|0.41|0|2|3|0|0|0|0
Tessmannia martiniana|6|-0.4|-0.24|0|0|2|3|0|0|0
Tessmannianthus calcaratus|16|0.09|0.78|2|3|0|0|0|0|0
Tessmannianthus carinatus|2|0.51|0.54|1|0|0|0|0|0|0
Tessmannianthus cenepensis|7|0.1|0.63|2|3|0|0|0|0|0
Tessmannianthus cereifolius|2|0.45|0.46|0|1|0|0|0|0|0
Tessmannianthus gordonii|3|0.49|0.54|2|3|0|0|0|0|0
Tessmannianthus heterostemon|23|0.18|0.64|2|3|0|0|0|0|0
Tessmannianthus quadridomius|19|0.31|0.57|2|3|0|0|0|0|0
Testulea gabonensis|26|0.02|0.47|0|1|0|0|0|0|0
Tetraberlinia bifoliolata|223|0.08|0.5|2|3|0|0|0|0|0
Tetraberlinia korupensis|11|0.45|0.48|0|1|0|0|0|0|0
Tetraberlinia longiracemosa|21|0.2|0.28|0|1|0|0|0|0|0
Tetraberlinia moreliana|48|0.19|0.49|0|1|0|0|0|0|0
Tetraberlinia polyphylla|19|-0.02|0.46|0|2|3|0|0|0|0
Tetraberlinia tubmaniana|16|0.31|0.57|2|3|0|0|0|0|0
Tetracentron sinense|81|-0.25|0.32|0|2|3|0|0|0|0
Tetracera affinis|11|-0.36|0.37|0|2|9|3|0|0|0
Tetracera boiviniana|96|-0.42|-0.19|0|0|2|3|0|0|0
Tetracera eriantha|4|-0.32|-0.3|0|0|1|0|0|0|0
Tetracera parviflora|108|-0.31|0.5|2|9|3|0|0|0|0
Tetrachyron orizabaensis|60|-0.63|0.48|0|2|9|9|3|0|0
Tetraclinis articulata|155|-0.77|-0.32|0|0|2|9|3|0|0
Tetradenia bainesii|4|-0.75|-0.32|0|0|2|9|3|0|0
Tetradenia brevispicata|29|-0.87|-0.28|0|0|2|9|9|3|0
Tetradenia multiflora|2|-0.61|0.07|0|2|9|9|3|0|0
Tetradenia riparia|167|-0.66|0.32|0|2|9|9|3|0|0
Tetradenia urticifolia|13|-0.64|0.03|0|2|9|9|3|0|0
Tetradium austrosinense|1|0.38|0.38|0|1|0|0|0|0|0
Tetradium daniellii|183|-0.53|0.35|0|2|9|9|3|0|0
Tetradium fraxinifolium|36|0.06|0.39|0|1|0|0|0|0|0
Tetradium glabrifolium|208|-0.22|0.73|2|9|3|0|0|0|0
Tetradium ruticarpum|250|-0.06|0.69|2|9|3|0|0|0|0
Tetradium sambucinum|1|0.17|0.17|0|1|0|0|0|0|0
Tetradium trichotomum|38|-0.27|0.38|0|2|3|0|0|0|0
Tetralix brachypetalus|2|0.33|0.33|0|1|0|0|0|0|0
Tetrameles nudiflora|76|-0.24|0.54|2|9|3|0|0|0|0
Tetrameranthus duckei|41|0.31|0.51|2|3|0|0|0|0|0
Tetrameranthus globuliferus|5|0.52|0.52|1|0|0|0|0|0|0
Tetrameranthus guianensis|4|0.39|0.54|2|3|0|0|0|0|0
Tetrameranthus laomae|32|0.19|0.49|0|1|0|0|0|0|0
Tetrameranthus macrocarpus|2|0.39|0.72|2|3|0|0|0|0|0
Tetrameranthus pachycarpus|7|0.29|0.38|0|1|0|0|0|0|0
Tetrameranthus trichocarpus|1|0.43|0.43|0|1|0|0|0|0|0
Tetrameranthus umbellatus|13|0.21|0.48|0|1|0|0|0|0|0
Tetramerista glabra|49|0.25|0.63|2|3|0|0|0|0|0
Tetrapanax papyrifer|514|-0.15|0.71|2|9|3|0|0|0|0
